"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"5847","WAINGANGA RIVER D/S OF ELLORA PAPER MILL.","MAHARASHTRA","RIVERWATER",27.5,8.1,552,8.16,2.9,172,405,2009,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.3876438316289
"5848","BHIMA AT PARGAON (A/CWITH MULE MARTHA)","MAHARASHTRA","RIVERWATER",27,7.8,631,9.6,0.31,250,1733,2012,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.7810965310807
"5849","BEAS AT D/S ALAMPUR, H.P.","HIMACHALPRADESH","RIVERWATER",16,8.4,215,0.6,0.3,5,22,2007,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36,81.0350017044104
"5850","BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD","ASSAM","RIVERWATER",22,7.5,97,0.8,0.1,360,2800,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.2189998775493
"5851","BORE WELL OFFICE OF RAJ.
HOUSING BOARD, BHIWADI","RAJASTHAN","GROUNDWATER",26,7.3,1030,2,1.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,74.9371626615501
"5852","R KUTTIYADY AT  KUTTIYADY ESTATE","KERALA","RIVERWATER",24.3,7,27,0.4,0.11,73,218,2011,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,77.0235001432471
"5853","SATLUJ D/S BHAKHRA","HIMACHALPRADESH","RIVERWATER",8,7.1,203,0.2,0,6,210,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36,88.9122483727428
"5854","CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE), RAJASTHAN","RAJASTHAN","RIVERWATER",17.5,7.5,280,0.7,0.1,3,3,2015,80,100,40,100,100,100,13.6,17,13,3.44,22,22,91.04,81.2716809749665
"5855","JAMMER AT DHOLOWAD, RATLAM","MADHYAPRADESH","RIVERWATER",19,7.4,275,1.6,0.7,3,30,2016,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,80.1105184021907
"5856","RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM","GOA","RIVERWATER",26.3,6.2,76,1.3,0.41,11,133,2011,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,76.5864403099974
"5857","CAUVERY AT MOHANUR NEAR PATTAIPALAYAM, TAMILNADU","TAMILNADU","RIVERWATER",28,7.9,530,0.9,0.3,468,672,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.6973276633624
"5858","INSIDE KOLKATA LEATHER COMPLEX","WEST BENGAL","GROUNDWATER",26.5,7.8,1440,0.83,0.11,8,20,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.0820890003627
"5859","*MORA BHARALI  AT TEZPUR, ASSAM","ASSAM","RIVERWATER",25,7,156,4,0.1,255,1143,2009,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56,75.6292818698489
"5860","KRISHNA AT KRISHNA-VENNA SANGAM AT MAHULI","MAHARASHTRA","RIVERWATER",21,8,504,6.1,0.52,168,1425,2010,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,76.586853282649
"5861","CAPITAL HOSPITAL AREA,
BHUBANESWAR","ORISSA","GROUNDWATER",26,7.6,182,0.2,2.1,170,920,2016,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,74.5743709333685
"5862","MANER AT WARANGAL U/S","ANDHRAPRADESH","RIVERWATER",28,7.6,540,3.7,6.92,243,773,2010,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.1651802784982
"5863","KATHAJODI AT CUTTACK D/S, ORISSA","ORISSA","RIVERWATER",28,7.9,218,3.5,0.2,18134.3000000001,50000,2007,40,100,60,80,100,0,6.8,17,10.4,5.16,22,0,61.36,59.3301350920348
"5864","SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH","MAHARASHTRA","RIVERWATER",30,7.5,5835,3.4,1.72,4,126,2012,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.0440281306346
"5865","RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM","ANDHRAPRADESH","RIVERWATER",28,7.9,566,0.9,3.8,3,32,2009,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.6166426938828
"5866","PENGANGA D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL","MAHARASHTRA","RIVERWATER",20.2,7.8,780,5.5,1.49,32,81,2011,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,77.8438945280637
"5867","RIVER SWAN AT D/S NANGAL DISTT. UNA, H.P.","HIMACHALPRADESH","RIVERWATER",10,6.8,395,0.4,0.2,21,26,2015,100,100,0,100,100,80,17,17,13,0,22,17.6,86.6,87.8727264573477
"5868","MORA - HAJIRA (INDUSTRIAL), HAJIRA","GUJARAT","GROUNDWATER",26,7.5,482,2,4,140,2400,2013,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.8664557298163
"5869","NARMADA AT BADWANI, ","MADHYAPRADESH","RIVERWATER",24.7,7.9,287,1.1,0.32,1,100,2010,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,75.2595560354579
"5870","BRAHMANI AT D/S PANPOSH","ORISSA","RIVERWATER",26.3,7.4,296,4.7,4.15,18134.3000000001,50000,2011,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,60.836976516825
"5871","RIVER DHADAR AT KOTHADA","GUJARAT","RIVERWATER",29.3,7.6,938,8.6,0.4,22,108,2010,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,70.9577616795873
"5872","U/S OF KATHAKAL ,MATIJURI","ASSAM","RIVERWATER",12.8,7.2,139,2.6,0.11,423,1100,2011,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68,84.5724919522127
"5873","B/W NEAR IL. AREA BORASARA & NAVAPURA, DIST. SURAT.","GUJARAT","GROUNDWATER",27,8,2450,1.8,0,2,2,2015,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.1850173080497
"5874","RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI","GOA","RIVERWATER",26.9,5.9,273,1.8,0.31,10,171,2011,40,60,40,100,100,60,6.8,10.2,13,3.44,22,13.2,68.64,76.4883333254247
"5875","CAUVERY AT TIRUCHIRAPPALLI U/S, TAMILNADU","TAMILNADU","RIVERWATER",28,8.3,657,0.6,0.13,130,315,2009,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.248365410531
"5876","MULA-MUTHA  RIVER AT MUNDHAWA BRIDGE.","MAHARASHTRA","RIVERWATER",28,7.8,334,20.6,0.3,250,1433,2008,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,69.2290511720211
"5877","BHIMA AT FEROZABAD VILL. (D/S)","KARNATAKA","RIVERWATER",29,8.1,860,3,0.33,1480,3040,2012,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,70.648586504547
"5878","UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS","MEGHALAYA","RIVERWATER",18.8,7.1,66,1.9,3.4,28,63,2014,80,100,100,100,100,60,13.6,17,13,8.6,22,13.2,87.4,80.4705432012216
"5879","PAGLDIA RIVER NEAR NALBARI TOWN, DIST. NALBARI, ASSAM","ASSAM","RIVERWATER",24,7.6,147,0.7,0.2,360,1100,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,76.04927879855
"5880","VENNA AT MAHABALESHWAR, SATARA","MAHARASHTRA","RIVERWATER",20.4,7.8,141,3.9,1.73,88,681,2011,60,100,80,80,100,40,10.2,17,10.4,6.88,22,8.8,75.28,77.8474809287648
"5881","R PERIYAR AT PURAPPALLIKAVU","KERALA","RIVERWATER",28.1,7.1,2007,1.3,0.2,356,785,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.6192309467697
"5882","PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI","MAHARASHTRA","RIVERWATER",22.5,8.3,927,8.3,8.55,217,420,2013,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,74.3190222601649
"5883","RIVER NAKKAVAGU, BACHUGUDEM,MEDAK","ANDHRAPRADESH","RIVERWATER",28.2,7.9,1898,9,9.64,36,267,2013,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,70.4891210488472
"5884","BEAS AT MIRTHAL BDG, GURDASPUR","PUNJAB","RIVERWATER",20,7.7,317,0.7,0.8,143,650,2010,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,78.9097483168045
"5885","GANGA AT SULTANGANJ, BHAGALPUR, BIHAR","BIHAR","RIVERWATER",18,7.6,185,2,0,900,2200,2015,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56,79.9649222756265
"5886","PERIYAR AT KALADY","KERALA","RIVERWATER",27.3,6.8,35,1.1,0.24,513,3483,2010,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.124139642243
"5887","GODAVARI AT NANDED, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,8,486,3.9,0.4,6,274,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.8624334790042
"5888","BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,PUNJAB","PUNJAB","RIVERWATER",21.5,7.5,264,1.6,3,428,773,2013,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,77.7638301723442
"5889","KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM","GOA","RIVERWATER",27.8,6,93,1.9,0.75,9,136,2010,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,75.6499247382637
"5890","GROUND WATER FROM LAKHIMPUR TOWN","ASSAM","GROUNDWATER",26,6.6,817,2.2,5.6,0,195,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,75.6180553113741
"5891","DAHANU","MAHARASHTRA","GROUNDWATER",29,7.3,1764,4.7,1.6,23,105,2007,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.1628272171335
"5892","GANGA AT BHAGALPUR, BIHAR","BIHAR","RIVERWATER",16,7.5,184,2.1,0,1100,3000,2015,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56,81.3602169358662
"5893","GANGA AT KADAGHAT, ALLAHABAD","UTTARPRADESH","RIVERWATER",25.7,7.9,374,3.6,1.65,2492,4167,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.9204024331637
"5894","VILLAGE AGYARA, TEHSIL- RAMGARH, ALWAR","RAJASTHAN","GROUNDWATER",29,7.6,860,0.4,0.32,4,5,2012,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.6457058559727
"5895","CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR","RAJASTHAN","GROUNDWATER",19,7.8,1000,1.7,0.16,4,14,2007,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,79.4849189034801
"5896","HAND PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM , A.P.","ANDHRAPRADESH","GROUNDWATER",26,7.2,2311,1,8.6,120,2400,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,74.0326115074123
"5897","PENNAR A/C CHEYYURU, SOMASILE, A.P.","ANDHRAPRADESH","RIVERWATER",29.9,7.9,427,1.9,0.87,6,2542,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,70.600324386598
"5898","HAND PUMP AT CHINTPURNI TEMPLE/ TOWN","HIMACHALPRADESH","GROUNDWATER",21,7.8,484,0.35,3.52,8,21,2011,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,78.0464694200903
"5899","GOMAI D/S OF SHAHADA, DHULE","MAHARASHTRA","RIVERWATER",29.4,7.5,540,5.1,2.84,22,69,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.5109643261856
"5900","CHAMBAL AT GANDHI SAGAR DAM, RAMPURA","MADHYAPRADESH","RIVERWATER",24,7.2,314,1.2,0.1,4,40,2016,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.832828414335
"5901","DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER) WEST BENGAL","WEST BENGAL","RIVERWATER",29.1,7.8,178,1.6,0.57,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,58.977231780833
"5902","PAWANA RIVER AT KASARWADI, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",26.3,7.5,519,18.2,0.54,287,1767,2010,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.2296373416587
"5903","BURHIDIHING AT MARGHERITA, ASSAM","ASSAM","RIVERWATER",23,6.9,208,2.6,0.33,830,1765,2007,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,77.3126036228866
"5904","GODAVARI AT JAYAKWADI DAM, AURNAGABAD","MAHARASHTRA","RIVERWATER",24,8.3,464,3.5,0.7,4,166,2010,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,74.7025014158464
"5905","GANGA AT NARORA (BULANDSAHAR)","UTTARPRADESH","RIVERWATER",19.2,7.5,189,3.1,0.23,420,850,2011,80,100,60,80,100,40,13.6,17,10.4,5.16,22,8.8,76.96,79.3765729224194
"5906","BUDHABALANGA AT BALASORE D/S","ORISSA","RIVERWATER",23.5,7.6,3688,2.3,2.66,18134.3000000001,50000,2013,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,62.8768696217633
"5907","TAPI AT KATHORE, (NH-8 BRIDGE), GUJARAT","GUJARAT","RIVERWATER",26,8.04,442,3.2,0.57,0.45,50000,2006,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.6041056094936
"5908","SONE RIVER AT BAHIYARA","BIHAR","RIVERWATER",23,8,252,2.2,0,483,1580,2014,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,75.8073668808062
"5909","BRAHMANI AT ROURKELA D/S, ORISSA","ORISSA","RIVERWATER",30.3,7.6,251,3.7,2.69,18134.3000000001,50000,2009,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,57.8719563528109
"5910","MAHANADI AT  SAMBALPUR U/S","ORISSA","RIVERWATER",23,7.1,165,0.3,0.2,790,2200,2015,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,77.3126269789378
"5911","PADIYATHADKA","KERALA","RIVERWATER",28.5,7.3,62,1,0.63,1175,2180,2010,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,72.8231725470468
"5912","B/W. - NANDYAL, KURNOOL DIST., A.P.","ANDHRAPRADESH","GROUNDWATER",28,7.5,1637,1,20.8,10,57,2007,40,100,0,100,80,60,6.8,17,13,0,17.6,13.2,67.6,71.9175336850243
"5913","R KALLAI AT KALLAI BRIDGE","KERALA","RIVERWATER",27,7.3,20430,1.3,0.62,560,1290,2009,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.6293071812905
"5914","SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FROM ORIGIN","GUJARAT","RIVERWATER",22,8.1,506,4,0.47,90,430,2011,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.3312013689866
"5915","BHIMA AT CONFLUENCE OF JEWARGI TOWN SEWAGE DISPOSAL POINT","KARNATAKA","RIVERWATER",28.6,8.2,997,2.2,0.71,18134.3000000001,50000,2011,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,58.5739823972375
"5916","NARMADA AT D/S OF OMKARESHWAR M.P.","MADHYAPRADESH","RIVERWATER",27,7.9,255,1.1,0.8,0,149,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,73.5211496876588
"5917","BAITARNI AT JODA, ORISSA","ORISSA","RIVERWATER",28,7.9,114,1.7,0.8,760,1447,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.3496818841097
"5918","AMRAVATI D/S DONDAICHA, DHULE","MAHARASHTRA","RIVERWATER",29.3,7.5,520,5,3.03,17,51,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.5948675698695
"5919","GHAGHARA AT DEORIA D/S, U.P.","UTTARPRADESH","RIVERWATER",24,8.1,330,2.2,0.42,73,167,2007,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.2569665674635
"5920","KATNI  NEAR NAGAR NIGAM","MADHYAPRADESH","RIVERWATER",17,7.1,256,0.6,0,2,4,2016,80,100,40,100,100,100,13.6,17,13,3.44,22,22,91.04,82.2635299944812
"5921","SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR, KARNATAKA","KARNATAKA","RIVERWATER",30,8.07,450,1.3,0.22,2000,50000,2006,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,57.9680064858675
"5922","U/S OF KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM","ASSAM","RIVERWATER",16,7.7,187,1.35,0.1,1025,1783,2008,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56,81.5041737315188
"5923","BEAS  D/S KULU","HIMACHALPRADESH","RIVERWATER",24,4.3,205,0.4,0.5,2,0,2016,60,60,60,100,100,100,10.2,10.2,13,5.16,22,22,82.56,81.295293488779
"5924","CAUVERY AT D/S OF KAREKUARA VILLAGE,
KARNATAKA","KARNATAKA","RIVERWATER",13,7.8,128,0.1,0.2,200,940,2015,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68,84.0007607719301
"5925","BEAS AT D/S PONG DAM, H.P.","HIMACHALPRADESH","RIVERWATER",19,7.4,217,0.8,0.6,12,103,2010,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,80.2419884452147
"5926","GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.","MAHARASHTRA","RIVERWATER",26,8.1,601,3.2,6.75,2,80,2013,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,73.1677854597089
"5927","KHANDEPAR AT OPA - PONDA","GOA","RIVERWATER",28.8,6.2,62,1.1,0.38,12,160,2010,40,80,100,100,100,60,6.8,13.6,13,8.6,22,13.2,77.2,74.7758739078439
"5928","CAUVERY AT 1KM. D/S OF BHAVANI RIVER CONFL., TAMILNADU","TAMILNADU","RIVERWATER",27.3,8,408,1.4,0.2,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.048396540768
"5929","PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY)","KERALA","GROUNDWATER",27.3,6.1,282,0.5,1.93,21,656,2012,40,80,40,100,100,40,6.8,13.6,13,3.44,22,8.8,67.64,75.8795946743934
"5930","SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA,  BHUBANESWAR, ORISSA","ORISSA","GROUNDWATER",28,6.6,183,1.75,5.41,2,3,2011,40,100,60,100,100,100,6.8,17,13,5.16,22,22,85.96,74.3331213695167
"5931","WARDHA AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR","MAHARASHTRA","RIVERWATER",17.8,8.2,432,6.4,1.97,94,180,2010,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6,78.8228443951915
"5932","KRISHNA AT GADWAL BRIDGE, A.P.","ANDHRAPRADESH","RIVERWATER",30.8,8.1,795,3.2,0.43,12,948,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,69.8345432748671
"5933","AMRAVATI AT 1KM D/S FROM EFF.DIS. PT. AT MADHUTHUKKULAM","TAMILNADU","RIVERWATER",24,6.9,140,1,0,170,400,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,77.241104478285
"5934","R CORAPUZHA AT KANAYANKODE","KERALA","RIVERWATER",26.9,7.4,17990,0.7,0.5,1888,2803,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.4468931658993
"5935","RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)","ORISSA","RIVERWATER",22.4,7.5,82,1.2,1.58,18134.3000000001,50000,2013,60,100,80,100,100,0,10.2,17,13,6.88,22,0,69.08,64.3662228515646
"5936","BANAS,NEAR NEWTA DAM, JAIPUR","RAJASTHAN","RIVERWATER",17,8.1,220,3.9,1.8,7,75,2016,80,100,60,80,100,60,13.6,17,10.4,5.16,22,13.2,81.36,80.0519925646548
"5937","VARUNA AT RAMESHWAR, VARANASI","UTTARPRADESH","RIVERWATER",23.4,8,271,3,0,18134.3000000001,50000,2013,60,100,40,100,100,0,10.2,17,13,3.44,22,0,65.64,62.6663196198264
"5938","BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE, H.P.","HIMACHALPRADESH","RIVERWATER",15.8,7.9,130,0.5,0.32,659,1413,2009,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,81.5865395710226
"5939","O/W. - NEAR RAMA TEMPLE
, WARD NO.2 , MII , VISAKHAPATNAM, A.P","ANDHRAPRADESH","GROUNDWATER",27,8,1811,1,1.9,20,240,2015,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.1748525789537
"5940","BINWA AT D/S PAPROLA/BAIJNATH","HIMACHALPRADESH","RIVERWATER",19,8,99,0.5,0.5,11,100,2011,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68,79.4142132872404
"5941","SATLUJ AT D/S KIRATPUR SAHIB, PUNJAB","PUNJAB","RIVERWATER",20.3,7.5,286,0.9,2.2,299,2430,2009,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,78.3895110468361
"5942","SABARMATI A/C  WITH MESHWA AT VAUTHA NEAR DHOKLA","GUJARAT","RIVERWATER",26,7.4,447,1.6,0,20,210,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.9439145677278
"5943","COSSIPORE - NORTH KOLKATA","WEST BENGAL","GROUNDWATER",29.5,7.5,2340,0.6,0.13,2,4,2010,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.2980003995364
"5944","SATLUJ AT U/S TATAPANI, H.P.","HIMACHALPRADESH","RIVERWATER",13.3,8,345,0.2,0.41,16,61,2009,100,100,0,100,100,60,17,17,13,0,22,13.2,82.2,83.6636696507347
"5945","DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WB BORDER) ","WEST BENGAL","RIVERWATER",26.2,7.6,186,1.9,0.29,2182,50000,2011,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,61.3789609433342
"5946","BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN","MADHYAPRADESH","RIVERWATER",31.2,7.3,2212,17.7,1.98,48,1210,2010,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,67.9281822082623
"5947","GANGA AT DALMAU (RAI BAREILLY), U.P.","UTTARPRADESH","RIVERWATER",22.1,7.8,213,3.7,0.8,18134.3000000001,50000,2014,60,100,60,80,100,0,10.2,17,10.4,5.16,22,0,64.76,63.7487160229702
"5948","GODAVARI AT PANCHAVATI AT RAMKUND","MAHARASHTRA","RIVERWATER",26,7.5,344,9.5,1.88,28,160,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,73.3065945737493
"5949","SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI","RAJASTHAN","GROUNDWATER",26.5,8.3,2820,1.98,0.76,4,11,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.9910501610662
"5950","KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA","KERALA","GROUNDWATER",29,7,838,0.2,2.72,80,170,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.3666000388579
"5951","PERIYAR AT KALADY","KERALA","RIVERWATER",27,7.2,36,1.1,0.27,282,1134,2012,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.3616973983153
"5952","U/S OF KALINGARAYAN CANAL (B5), ERODE","TAMILNADU","RIVERWATER",28.1,8,423,1.3,0.26,145,289,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.5156645118812
"5953","ARKAVATHI AT
HESARAGHATTA RESERVOIR, KARNATAKA","KARNATAKA","RIVERWATER",24.3,7.1,133,3,1,542,542,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,76.2658264841826
"5954","GANGA AT HOWRAH-SHIVPUR WEST BENGAL","WEST BENGAL","RIVERWATER",26.7,8.08,320,2.5,0.22,0.16,50000,2006,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.1841639797149
"5955","MAHANADI AT CUTTACK D/S","ORISSA","RIVERWATER",29.8,8,197,2.4,0.59,18134.3000000001,50000,2011,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,58.0206451995452
"5956","INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.","MAHARASHTRA","RIVERWATER",24.2,8.5,342,5.6,1.11,193,1467,2013,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,73.529161562631
"5957","JAWAI AT JAWAI DAM, SIROHI","RAJASTHAN","RIVERWATER",24,8.3,468,1.4,0.43,5,16,2012,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,75.1264225038975
"5958","PABBAR AT U/S DHAMBARI","HIMACHALPRADESH","RIVERWATER",4,6.2,43,0.1,0,1.8,1.8,2015,100,80,100,100,100,100,17,13.6,13,8.6,22,22,96.2,93.2869157810022
"5959","BRAHAMPUTRA AT PANDU, ASSAM","ASSAM","RIVERWATER",23.6,7.3,191,1.4,1,523,1154,2013,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,76.5965732578372
"5960","RIVER SINQUERIM NEAR NERUL TEMPLE","GOA","RIVERWATER",30,7.6,41,1.4,0.08,952,2517,2012,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,71.1521464299976
"5961","D/S HUSSANIWALA-H/W FEROZEPUR","PUNJAB","RIVERWATER",21,7.3,395,1.7,2.1,105,500,2010,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,78.5388827091197
"5962","BRAHMANI AT RENGALI, ORISSA","ORISSA","RIVERWATER",27,7.7,145,0.8,0.25,773,1600,2007,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.5381349909638
"5963","CAUVERY AT METTUR, TAMIL NADU","TAMILNADU","RIVERWATER",30,7.91,500,2.3,0.16,170,380,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.0539525585935
"5964","GANGA AT ALLAHABAD D/S (SANGAM)","UTTARPRADESH","RIVERWATER",25,8.2,511,5.1,1.26,18134.3000000001,50000,2012,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,60.7170938439265
"5965","B/W AT J.NARASIMHA RAO’S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWS DUMPSITE, KOTHAGUDEM, KHAMMAM, A.P.","ANDHRAPRADESH","GROUNDWATER",22,6.8,1548,0.4,1,2,400,2013,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,78.7955617780915
