"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"2438","BRAHMANI AT U/S PANPOSH, ORISSA","ORISSA","RIVERWATER",28,8,151,1.3,0.37,656,981,2007,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.4197805315439
"2439","BRAHMANI AT SAMAL, ORISSA","ORISSA","RIVERWATER",27,7.6,139,1.3,0.31,757,1167,2007,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.7102687761089
"2440","BRAHMANI AT BHUBAN, ORISSA","ORISSA","RIVERWATER",29,8,167,0.8,0.26,1130,1833,2007,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.5533114390723
"2441","BAITARNI AT DHAMRA ORISSA","ORISSA","RIVERWATER",27,7.8,10447,1.5,0.23,1233,3167,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.1080532002837
"2442","GODAVARI AT U/S OF GANGAPUR DAM, NASIK, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28,7.8,178,5.8,0.9,5,20,2007,40,100,60,80,100,80,6.8,17,10.4,5.16,22,17.6,78.96,72.1475343360762
"2443","GODAVARI AT NANDED, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,8.1,407,4.3,0.8,8,232,2007,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.6319861705936
"2444","GODAVARI AT RAHER, MAHARASHTRA","MAHARASHTRA","RIVERWATER",29,7.9,490,4.2,0.7,9,243,2007,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.4731671136547
"2445","GODAVARI AT MANCHERIAL, A.P.","ANDHRAPRADESH","RIVERWATER",27,8.1,546,2.3,0.3,1,89,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.0429998283436
"2446","MANJEERA RIVER - NEAR GANAPATHI SUGARS , MEDAK DIST., A.P","ANDHRAPRADESH","RIVERWATER",28,8,389,2.4,1.2,3,98,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.3841952680606
"2447","MANER AT WARANGAL U/S, A.P.","ANDHRAPRADESH","RIVERWATER",27,8,497,2.8,4,1,86,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.8495780849749
"2448","MANER AT SOMNAPALLI, A.P.","ANDHRAPRADESH","RIVERWATER",27,8.2,601,1.8,0.2,0,179,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.9601202873945
"2449","PURNA AT DHUPESHWAR","MAHARASHTRA","RIVERWATER",27,8.1,655,6.5,0.8,143,498,2007,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,72.1608613436795
"2450","KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM,MAHARASHTRA","MAHARASHTRA","RIVERWATER",22,7.9,178,5.4,0.57,54,404,2007,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96,76.4097368317828
"2451","KRISHNA AT KRISHNA BRIDGE, KARAD, MAHARASHTRA","MAHARASHTRA","RIVERWATER",23,7.8,225,6.8,0.63,48,291,2007,60,100,60,60,100,60,10.2,17,7.8,5.16,22,13.2,75.36,75.6006639200909
"2452","KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA","KARNATAKA","RIVERWATER",26,7.8,619,1.7,8.1,584,1147,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.5011589844227
"2453","KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD","KARNATAKA","RIVERWATER",26,7.9,584,1,8.6,876,1536,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.3390355957012
"2454","KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA","KARNATAKA","RIVERWATER",30,8.4,477,1.2,0.37,131,298,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,70.5219390563716
"2455","PANCHAGANGA D/S OF KOLHAPUR TOWN","MAHARASHTRA","RIVERWATER",27,7.1,155,3.8,1.15,19,245,2007,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56,74.2034687215715
"2456","BHIMA AT PUNE, D/S OF BUNDGARDEN,MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,7.4,408,18.8,1.8,116,629,2007,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.9770253287207
"2457","BHIMA AT PARGAON (AFTER CONFL.WITH MULE MARTHA) MAHARASHTRA.","MAHARASHTRA","RIVERWATER",28,7.7,788,8.9,1.38,18,178,2007,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.6372977569544
"2458","BHIMA AT FEROZABAD VILLAGE (D/S), KARNATAKA","KARNATAKA","RIVERWATER",29,8.4,768,1.5,0.4,244,793,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.0530983497196
"2459","MALPRABHA AT D/S OF KHANAPUR VILLAGE,KARNATAKA","KARNATAKA","RIVERWATER",24,7.3,263,1.1,3.38,693,1425,2007,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,76.1105775735038
"2460","TUNGHABHADRA AT HONNALI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26,7.3,237,3.6,0.23,38,51,2007,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84,74.7856926771023
"2461","BHADRA AT MALLESWARAM D/S OF KIOCL KARNATAKA","KARNATAKA","RIVERWATER",23,7.2,78,1.2,0.49,321,1617,2007,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.1453413232456
"2462","BHADRA AT D/S OF BHADRAVATHI, KARNATAKA","KARNATAKA","RIVERWATER",26,7.2,348,5,0.32,239,335,2007,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,74.6022648343314
"2463","BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR,KARNATAKA","KARNATAKA","RIVERWATER",26,7.2,278,3.4,0.27,137,178,2007,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84,74.9308263858757
"2464","CHANDRABHAGA U/S OF PANDHARPUR TOWN","ANDHRAPRADESH","RIVERWATER",24,7.7,770,6.5,0.7,21,218,2007,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,75.0403715777697
"2465","CAUVERY AT SRI RANGAPATTANNA,D/S OF ROAD BDG.,KARNATAKA","KARNATAKA","RIVERWATER",27,8.2,266,1.3,0.5,79,1600,2007,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.6776229231623
"2466","CAUVERY AT SATHYAGALAM BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",29,8.2,308,1.1,0.6,26,825.45,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.4324693972728
"2467","CAUVERY AT PALLIPPALAYAM, TAMIL NADU","TAMILNADU","RIVERWATER",27,7.9,431,1.5,0.2,794,1303,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.1780218614642
"2468","CAUVERY AT TRICHY,GRAND ANAICUT, TAMILNADU","TAMILNADU","RIVERWATER",28,7.9,828,1.8,0.2,708,1082,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.4183034575758
"2469","CAUVERY AT COLEROON, TAMILNADU","TAMILNADU","RIVERWATER",29,7.9,10120,1.3,0.1,281,670,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.2084648273656
"2470","SHIMSHA AT D/S OF BRIDGE, HALAGUR, KARNATAKA","KARNATAKA","RIVERWATER",27,8.1,578,1.3,0.5,24,1335,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.8738846792387
"2471","LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN, KARNATAKA","KARNATAKA","RIVERWATER",25,7.5,401,3.2,0.8,105,1600,2007,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,74.8346997304782
"2472","KABBANI AT CAUSE WAY  SATTUR, KARNATAKA","KARNATAKA","RIVERWATER",28,7.9,267,1,0.9,26,925,2007,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.5904635696897
"2473","BHAVANI AT PATHIRAKALIAMMAN KOIL, TAMILNADU","TAMILNADU","RIVERWATER",31,7.7,147,0.7,0.4,278,476,2007,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,70.8934875366702
"2474","WELL AT VIJAYWADA, A.P.","ANDHRAPRADESH","GROUNDWATER",29,7.6,1586,1.3,2.3,2,350,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.2064247402727
"2475","B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P","ANDHRAPRADESH","GROUNDWATER",28,7.7,1134,0.6,0.9,3,98,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.1129459487519
"2476","B W. - KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA, KRISNA DIST., A.P.","ANDHRAPRADESH","GROUNDWATER",31,7.8,1180,1.7,20.1,2,1100,2007,40,100,0,100,80,40,6.8,17,13,0,17.6,8.8,63.2,68.9463496744202
"2477","B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR DIST., A.P.","ANDHRAPRADESH","GROUNDWATER",25,7.8,2180,1.2,9,3,19,2007,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,74.4441052569745
"2478","O/W. -NEAR PARTAP NAGAR BRIIDGE  -KAKINADA , E.G.DIST., A.P","ANDHRAPRADESH","GROUNDWATER",27,7.3,2580,0.2,13.7,0,50000,2007,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.4175002446529
"2479","*SIBSAGAR, ASSAM","ASSAM","GROUNDWATER",22,6.9,254,3.4,0.1,1050,50000,2007,60,100,40,80,100,0,10.2,17,10.4,3.44,22,0,63.04,65.2655182889226
"2480","*SILCHAR, ASSAM","ASSAM","GROUNDWATER",27,6.4,361,1.1,0.4,1500,50000,2007,40,80,0,100,100,0,6.8,13.6,13,0,22,0,55.4,62.7014968383929
"2481","*BARPETA, ASSAM","ASSAM","GROUNDWATER",29,7.7,490,3.6,0.1,1110,50000,2007,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,58.8621986631545
"2482","*GUWAHATI, ASSAM","ASSAM","GROUNDWATER",27,6.3,243,6.5,1.3,1230,50000,2007,40,80,40,60,100,0,6.8,13.6,7.8,3.44,22,0,53.64,61.8554050343723
"2483","POLICE BAZAR, SHILLONG, MEGHALAYA","MEGHALAYA","GROUNDWATER",18,7.4,172,2.9,7.5,28,58,2007,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,80.142790444819
"2484","MAWLAI, SHILLONG,  MEGHALAYA","MEGHALAYA","GROUNDWATER",18,7,240,2.7,10.6,82,107,2007,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,80.539566997153
"2485","SHANGPUNG, MEGHALAYA","MEGHALAYA","GROUNDWATER",17,7.1,131,0.9,2.2,22,30,2007,80,100,80,100,100,80,13.6,17,13,6.88,22,17.6,90.08,82.0588940569656
"2486","SHIMLA D/S OF MSW DUMPING SIOT","HIMACHALPRADESH","GROUNDWATER",15,8.8,578,10,0.7,80,390,2007,100,80,0,60,100,60,17,13.6,7.8,0,22,13.2,73.6,79.3851694231056
"2487","WELL AT CHUNGAPALLY, KERALA","KERALA","GROUNDWATER",28,6,106,0.8,0.85,30,125,2007,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,75.6891690973631
"2488","KUNDARA,KOLLAM DISTT. , KERALA","KERALA","GROUNDWATER",28,4.4,184,1,4.95,680,910,2007,40,60,60,100,100,40,6.8,10.2,13,5.16,22,8.8,65.96,77.5449849161786
"2489","KALAMASSERY ERNAKULAM DISTT. , KERALA","KERALA","GROUNDWATER",27,4.8,158,0.5,8.2,30,100,2007,40,60,60,100,100,60,6.8,10.2,13,5.16,22,13.2,70.36,77.7570571602985
"2490","PUNKUNNAM TRISSUR DISTT. , KERALA","KERALA","GROUNDWATER",28,5.7,186,1.4,3.9,7,65,2007,40,60,60,100,100,60,6.8,10.2,13,5.16,22,13.2,70.36,75.8284032669851
"2491","PAYYANNUR, KANNUR DISTT. , KERALA","KERALA","GROUNDWATER",28,6.1,186,0.4,2.85,10,140,2007,40,80,60,100,100,60,6.8,13.6,13,5.16,22,13.2,73.76,75.4591256925741
"2492","MSW SITE, PIMPRI-CHINCHWAD, PUNE","MAHARASHTRA","GROUNDWATER",29,7.1,972,6.8,0.1,17,425,2007,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,72.1748049705119
"2493","PHANDARPUR, GANGAPUR, AURANGABAD","MAHARASHTRA","GROUNDWATER",30,7.7,1845,4.7,6.2,8,250,2007,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,70.4613604052341
"2494","TPS-DURGAPUR, CHANDRAPUR","MAHARASHTRA","GROUNDWATER",22,7.5,582,5.2,1.7,7,68,2007,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,77.0215796483886
"2495","KHAPERKHEDA, NAGPUR","MAHARASHTRA","GROUNDWATER",29,7.7,842,6,4.7,11,27,2007,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8,71.2083125430727
"2496","KORADI, NAGPUR","MAHARASHTRA","GROUNDWATER",28,7.5,1473,7.8,11.7,4,21,2007,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2,71.3937881369525
"2497","MIDC, SHINOLI, CHENDGAD","MAHARASHTRA","GROUNDWATER",27,6.3,1531,2.2,0.1,2,4,2007,40,80,0,100,100,100,6.8,13.6,13,0,22,22,77.4,75.7144882517403
"2498","SAVALI, SANGLI","MAHARASHTRA","GROUNDWATER",27,6.6,3457,1.8,3.45,2,6,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.9599547749788
"2499","RASULWADI-SAMBARWADI, SANGLI","MAHARASHTRA","GROUNDWATER",26,6.8,3787,2.6,3.65,17,205,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,75.1680767264997
"2500","WELL AT NAROL, AHMEDABAD, GUJARAT","GUJARAT","GROUNDWATER",29,7.2,2320,1.5,2.5,2,5,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.7923162806816
"2501","PALANPUR","GUJARAT","GROUNDWATER",29,7.6,1380,2.5,12.2,2,5,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,71.4070111397972
"2502","MEHASANA","GUJARAT","GROUNDWATER",27,7.6,2365,1.5,2.6,2,5,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.6575537007181
"2503","SIDDHPUR (DIST.PATAN)","GUJARAT","GROUNDWATER",27,7.8,1940,2,15,2,5,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.4309573004286
"2504","WELL WATER  AT DAHOD","GUJARAT","GROUNDWATER",27,7.7,1278,1.5,2.15,3,9,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.617750099215
"2505","MORA-HAJIRA (INDUSTRIAL), HAJIRA","GUJARAT","GROUNDWATER",28,8,1900,3.4,11.1,430,750,2007,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,71.2331864397372
"2506","WELL (U/S 1 KM FROM JODHPUR TOWN), RAJASTHAN","RAJASTHAN","GROUNDWATER",21,7.7,15350,3.3,0.36,9,180,2007,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.7815689104825
"2507","RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR","RAJASTHAN","GROUNDWATER",29,7.4,1160,0.9,0.27,4,9,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.8380608818302
"2508","WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR, RAJASTHAN","RAJASTHAN","GROUNDWATER",25,7.4,4700,0.8,0.4,3,4,2007,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,75.5366318540822
"2509","WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, RAJASTHAN","RAJASTHAN","GROUNDWATER",28,7.9,2200,1.2,0.34,4,15,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.6932429852147
"2510","WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI","RAJASTHAN","GROUNDWATER",28,7.9,805,1.4,0.48,4,16,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.7497089200533
"2511","WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI","RAJASTHAN","GROUNDWATER",28,8.2,950,0.8,0.31,4,9,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.4092701547428
"2512","HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300mt. FROM KANSUA NALLAH KOTA, ","RAJASTHAN","GROUNDWATER",29,7.9,2600,0.4,0.74,4,11,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.0398974813267
"2513","PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR","RAJASTHAN","GROUNDWATER",28,7.8,640,1.2,0.36,3,6,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.9570139488287
"2514","PHED WELL NEAR NEI, KHATIPURA, RAJASTHAN","RAJASTHAN","GROUNDWATER",26,7.8,725,0.6,0.4,4,7,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.5254583368783
"2515","HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR","RAJASTHAN","GROUNDWATER",28,7.8,2850,0.9,0.35,4,8,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.8487970661463
"2516","PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILAL RATHOR)","RAJASTHAN","GROUNDWATER",21,7.7,4050,2.8,1.2,24,780,2007,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.4736843097553
"2517","VILLAGE VINAYAKIA, JODHPUR (HIRALAL KUMHAR)","RAJASTHAN","GROUNDWATER",21,7.4,2900,2,0.44,7,28,2007,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,78.3956332265446
"2518","VILLAGE VINAYAKIA, JODHPUR (BADRI KUMHAR)","RAJASTHAN","GROUNDWATER",21,7.3,3350,1.3,0.31,11,93,2007,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,78.6263642038625
"2519","VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH RATHORE)","RAJASTHAN","GROUNDWATER",21,7.5,8800,1.7,10.9,9,150,2007,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,77.102353306649
"2520","NEAR UIT BRIDGE, UDAIPUR","RAJASTHAN","GROUNDWATER",28,7.8,1250,0.6,0.88,4,14,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.9785545699858
"2521","NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR","RAJASTHAN","GROUNDWATER",27,7.9,1490,0.8,0.48,4,7,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.5433888841187
"2522","IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD, JAIPUR","RAJASTHAN","GROUNDWATER",26,7.1,2350,0.6,0.38,5,12,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,75.4532611489598
"2523","NEAR ABN CENTRAL ACADEMY, SUSILPURA, SODALA, JAIPUR.","RAJASTHAN","GROUNDWATER",26,8.2,520,0.7,0.24,3,4,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.9373473732653
"2524","NEAR KHANPURA TALAB, AJMER","RAJASTHAN","GROUNDWATER",24,7.3,7150,1.5,1.89,4,17,2007,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.0144113193019
"2525","GROUND WATER QUALITY STATION SARDARNAGAR, U.P","UTTARPRADESH","GROUNDWATER",27,6.6,1280,6.2,3.6,100,220,2007,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,74.2849285282695
"2526","MINE PIT WATER ASSANSOL,WB","WEST BENGAL","GROUNDWATER",30,8.1,783,2.3,0.3,130,300,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,70.7606593836909
"2527","GARIA CALCUTTA, WB","WEST BENGAL","GROUNDWATER",29,7.8,1048,0.8,0.1,8,14,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.2766377296624
"2528","DOMJUR HOWRAH, WB","WEST BENGAL","GROUNDWATER",28,7.7,1122,0.6,0.55,5,8,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.162035488678
"2529","CENTRAL KOLKATA","WEST BENGAL","GROUNDWATER",27,8.1,2565,0.4,0.1,1,2,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.2641376943372
"2530","NEAR GALVANISATION UNIT, HOWRAH","WEST BENGAL","GROUNDWATER",27,7.8,1194,2.3,0.1,2,4,2007,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.480472073477
"2531","RESIDENTIAL AREA -SONARPUR","WEST BENGAL","GROUNDWATER",28,7.9,892,0.3,0.1,5,11,2007,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.9630535474412
"2532","WELL AT PEDDAVOORA, A.P.","ANDHRAPRADESH","GROUNDWATER",32,6.85,1633,0.8,3.4,3,80,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.1944563918259
"2533","B/W. - NANDYAL, KURNOOL DIST., A.P.","ANDHRAPRADESH","GROUNDWATER",28,7.55,2434,1.2,35,4,12,2006,40,100,0,100,80,80,6.8,17,13,0,17.6,17.6,72,70.7637675461307
"2534","B/W. - NAGIRI, CHITTOOR DIST., A.P","ANDHRAPRADESH","GROUNDWATER",24,7.69,2510,1.8,6.4,2,110,2006,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.3753769008046
"2535","*BONAIGAON, ASSAM","ASSAM","GROUNDWATER",27,6.8,461,1,0.55,18134.3000000001,50000,2006,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,62.1034816591855
"2536","*GUWAHATI, ASSAM","ASSAM","GROUNDWATER",21,6.7,892,2.6,0.09,36,280,2006,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,79.4413935142118
"2537","INDUSTRIAL ESTATE, BYRNIHAT, MEGHALAYA","MEGHALAYA","GROUNDWATER",27,7.1,348,1.5,2.15,22,50000,2006,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,61.4639048591603
"2538","AT KALA AMB, H.P","HIMACHALPRADESH","GROUNDWATER",21,9.88,780,2.1,0.12,3,14,2006,60,60,0,100,100,80,10.2,10.2,13,0,22,17.6,73,74.8532226628734
"2539","MANDI-D/S OF MSW DUMPING SIOT","HIMACHALPRADESH","GROUNDWATER",20,7.37,313,0.6,0.03,9,34,2006,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,79.6362651595528
"2540","KUNDARA,KOLLAM DISTT. , KERALA","KERALA","GROUNDWATER",29,4.9,324,0.9,4.5,80,100,2006,40,60,0,100,100,60,6.8,10.2,13,0,22,13.2,65.2,76.3127951869117
"2541","HIMATNAGAR","GUJARAT","GROUNDWATER",30,7.57,643,0.6,4.44,2,5,2006,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,71.6452914280485
"2542","WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN","RAJASTHAN","GROUNDWATER",27,8.02,2500,0.6,0.42,3,8,2006,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.3294764218261
"2543","PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR, RAJASTHAN","RAJASTHAN","GROUNDWATER",28,7.64,1070,0.3,0.23,3,6,2006,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.3307440184115
"2544","MINE PIT WATER ASSANSOL, WEST BENGAL","WEST BENGAL","GROUNDWATER",31,8.36,773,2.5,0.16,900,41.8,2006,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,69.6790972665455
"2545","DURGAPUR TOWN, BURDWAN, WEST BENGAL","WEST BENGAL","GROUNDWATER",28,6.73,1055,0.3,1.2,22,140.8,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.587879515584
"2546","INSIDE HINDUSTAN LIVER FACTORY, HALDIA, WEST BENGAL","WEST BENGAL","GROUNDWATER",36,7.42,2070,2.7,0.12,4,479.4,2006,0,100,0,100,100,60,0,17,13,0,22,13.2,65.2,67.1594581997615
"2547","NEAR IOC REFINERY HALDIA, WEST BENGAL","WEST BENGAL","GROUNDWATER",31,7.46,1607,1.4,0.1,30,318,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.0865118232412
"2548","KALYANI INDUSTRIAL AREA, NADIA, WEST BENGAL","WEST BENGAL","GROUNDWATER",30,8.3,652,0.8,0.74,30,16.9,2006,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,70.7760688745993
"2549","DANKUNI (NEAR COAL COMPLEX), WEST BENGAL","WEST BENGAL","GROUNDWATER",29,7.51,962,0.9,0.1,17,67.5,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.6847064955395
"2550","BHAVANI AT BHAVANI, TAMILNADU","TAMILNADU","RIVERWATER",30,7.84,512,2.3,0.43,553,1533,2006,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,70.8361337887528
"2551","CAUVERY AT PALLIPPALAYAM, TAMIL NADU","TAMILNADU","RIVERWATER",27,7.74,626,2.3,0.27,293,628,2006,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.4357185776718
"2552","CAUVERY AT PITCHAVARAM, TAMILNADU","TAMILNADU","RIVERWATER",28,7.28,1142,2,0.49,610,1523,2006,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.1508455018291
"2553","YAGACHI RIVER NEAR PUMPING STATION. HASSAN CITY","KARNATAKA","RIVERWATER",25,7.75,310,1,0.29,200,1575,2006,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,74.8935026204053
"2554","HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR","KARNATAKA","RIVERWATER",24,7.35,270,1.5,0.68,225,1600,2006,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,76.1095314204926
"2555","KABBANI AT SARAGUR VILLAGE D/S, KARNATAKA","KARNATAKA","RIVERWATER",27,8.3,234,1,0.57,13,1167,2006,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.6915119523863
"2556","KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD,KARNATAKA","KARNATAKA","RIVERWATER",26,8.1,363,1,0.62,4,433,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.9066184045762
"2557","BHAVANI AT ELACHIVAZHY, KERALA","KERALA","RIVERWATER",29,7.33,145,0.5,0.26,287,647,2006,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.9194123110011
